PANGAEA sample id	BioSamples_ID	ENA_ID	MetaG/MetaT	Station	Layer	Size_fraction	Size_fraction_name	Used_in_OM-RGC.v1 (Sunagawa_et_al_2015)	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100001557	SAMEA2623872	ERS494563	MetaT	151	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
"TARA_B100001564,B100001565"	"SAMEA2623850,SAMEA2623851"	"ERS494518,ERS494519"	MetaT	151	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
"TARA_B100001171,B100001802,B100002031"	"SAMEA2623925,SAMEA2623929,SAMEA2623931"	"ERS494637,ERS494641,ERS494643"	MetaT	152	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001297	SAMEA2623890	ERS494583	MetaT	152	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
"TARA_B100002033,B100001788"	"SAMEA2624000,SAMEA2623974"	"ERS494732,ERS494696"	MetaT	153	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B110001437	SAMEA4396508	ERS1307957	MetaT	155	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001435	SAMEA4396435	ERS1307884	MetaT	155	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001446	SAMEA4396982	ERS1308431	MetaT	158	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001444	SAMEA4396935	ERS1308384	MetaT	158	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000200	SAMEA4397085	ERS1308534	MetaT	163	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110001467	SAMEA4397045	ERS1308494	MetaT	163	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000044	SAMEA4397168	ERS1308617	MetaT	168	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000035	SAMEA4397209	ERS1308658	MetaT	168	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000023	SAMEA4397112	ERS1308561	MetaT	168	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000085	SAMEA4397289	ERS1308738	MetaT	173	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000083	SAMEA4397249	ERS1308698	MetaT	173	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000122	SAMEA4397403	ERS1308852	MetaT	175	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000110	SAMEA4397324	ERS1308773	MetaT	175	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000112	SAMEA4397357	ERS1308806	MetaT	175	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000204	SAMEA4397439	ERS1308888	MetaT	178	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000501	SAMEA4397483	ERS1308932	MetaT	180	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000206	SAMEA4397530	ERS1308979	MetaT	180	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000235	SAMEA4397621	ERS1309070	MetaT	188	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000233	SAMEA4397580	ERS1309029	MetaT	188	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000255	SAMEA4397716	ERS1309165	MetaT	189	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000253	SAMEA4397660	ERS1309109	MetaT	189	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000257	SAMEA4397741	ERS1309190	MetaT	189	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000283	SAMEA4397768	ERS1309217	MetaT	191	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000975	SAMEA4397809	ERS1309258	MetaT	193	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000966	SAMEA4397915	ERS1309364	MetaT	194	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000969	SAMEA4397853	ERS1309302	MetaT	194	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000303	SAMEA4397942	ERS1309391	MetaT	196	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000906	SAMEA4398077	ERS1309526	MetaT	201	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000901	SAMEA4398022	ERS1309471	MetaT	201	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000875	SAMEA4398105	ERS1309554	MetaT	205	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000494	SAMEA4398233	ERS1309682	MetaT	206	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000481	SAMEA4398187	ERS1309636	MetaT	206	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000857	SAMEA4398261	ERS1309710	MetaT	208	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000465	SAMEA4398354	ERS1309803	MetaT	209	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000457	SAMEA4398309	ERS1309758	MetaT	209	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000436	SAMEA4398426	ERS1309875	MetaT	210	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B110000442	SAMEA4398381	ERS1309830	MetaT	210	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
